본문
"몸과 몸이 부대끼고, 땀방울을 흘리며 스포츠 정신을 공유하는 시절이 눈물나게 그리운 요즘. 코로나19로 집단 운동은 여전히 조심스럽지만, 스포츠 욕구마저 잠재울 순 없다. 역전과 재역전을 거듭하는 각본 없는 드라마를 향한 애정은 대중문화로 꽃피고 있다. 
글로벌 OTT(스트리밍서비스) 플랫폼 넷플릭스는 스포츠 팬들을 위한 콘텐츠를 다채롭게 마련했다. 지.."
"■ 금주의 인물



1. 국감서 秋의 인사 지휘 비판 윤석열 검찰총장



 “등 두드려 주러 왔다.” 



여권으로부터 극심한 사퇴 압박을 받고 있는 윤석열 검찰총장이 국감에서의 ‘폭탄 발언’ 이후 공식 행보를 재개했다. 



윤 총장은 29일 대전고검 지검을 격려차 방문한 자리에서 “검찰 가족이 어떻게 근무하고 있는지 총장으로서 한 번 직접 눈.."
"손혁(왼쪽부터), 윌리엄스, 허문회, 허삼영 프로야구 2020시즌 개막 전 많은 이들이 관심을 가지고 지켜본 대목이 있다. 바로 4명이나 되는 초보 감독들이 KBO리그에 출사표를 던진 것이었다. 
 
 맷 윌리엄스 KIA 감독처럼 미국 메이저리그에서 화려한 경력을 가진 외국인도 있었고, 손혁 키움 전 감독과 허문회 롯데 감독 등 코치경험이 풍부한 이들도.."
"[앵커]
주말부터 시작하는 프로야구 포스트시즌은 코로나 19 확진자가 나와도 예비 엔트리를 활용해 정상 진행합니다.

관중도 경기장 수용 인원의 절반까지 확대됩니다.

가을야구 방역지침을 서봉국 기자가 전합니다.

[기자]
KBO가 이번 주 일요일부터 포스트시즌 개막을 맞아 달라진 방역 계획을 내놓았습니다.

정규시즌은 종료 시점까지 20% 초중반 규모.."
"[앵커]
주말부터 시작하는 프로야구 포스트시즌은 코로나 19 확진자가 나와도 예비 엔트리를 활용해 정상 진행합니다.

관중도 경기장 수용 인원의 절반까지 확대됩니다.

가을야구 방역지침을 서봉국 기자가 전합니다.

[기자]
KBO가 이번 주 일요일부터 포스트시즌 개막을 맞아 달라진 방역 계획을 내놓았습니다.

정규시즌은 종료 시점까지 20% 초중반 규모.."
"추신수가 텍사스 레인저스 지명타자 부문 자유계약선수(FA)로 시장에 나왔다. 올해 9월 5일(현지시간) 시애틀 매리너스와의 경기에서 4회에 번트를 대는 추신수. AP연합뉴스



 미국 프로야구(MLB) 텍사스 레인저스에서 뛰고 있는 추신수가 자유계약선수(FA)로 시장에 나왔다. 평소 “롯데에서 뛰는 게 꿈”이라던 그가 자이언츠 유니폼을 입을 수 있을지.."
"‘타자를 압도하는 강속구 투수가 사라졌다.’

몇 년 전부터 한국 야구계를 떠도는 말 가운데 하나다. 국보급 투수로 이름을 날리던 선동열 전 감독은 최근 한 스포츠 전문지에 이 문제를 정면으로 거론하는 칼럼을 쓰기도 했다. 

현재 케이비오(KBO)리그 투수 순위를 보면 어느 정도 납득이 간다. 다승""평균자책점(ERA) 1~5위까지가 전부 외국인 투수다.."
"김종인 국민의힘 비상대책위원장이 27일 김택진 엔씨소프트 대표를 찾은 것은 국민의힘의 인물난을 방증하는 것 아니냐는 관측이 나온다. 차기 대선의 전초전으로 꼽히는 내년 4월 서울시장 보궐선거의 필승 카드를 찾기 위해 국민의힘이 안간힘을 쓰고 있다는 얘기다. 
 
김 위원장은 이날 경기도 성남에 있는 엔씨소프트 본사에서 간담회를 열고 김 대표로부터 게임 .."
"KT 이강철 감독이 재계약 선물을 안고 고향으로 왔다.
이 감독은 “선수들 덕분이다. 얼굴 보면서 이야기하면 이상할 것 같아서 전체 메시지로 감사 인사를 했다”고 웃었다. 
KBO의 ‘막내’ KT위즈의 창단 첫 포스트 진출을 이끈 이 감독은 지난 26일 구단과 3년 재계약을 했다. 계약 기간 3년, 총액 20억원(계약금 5억원, 연봉 5억원)의 ‘우승감.."
"ㆍ긴급설문 - ‘ML 특별룰’ KBO 리그 적용 어떻게 생각하십니까



2020시즌 메이저리그는 더블헤더 1차전을 7회까지만 했고, 정규이닝이 끝나면 바로 승부치기에 돌입했다. 바뀐 투수의 3타자 이상 의무 상대 규정은 경기 시간을 줄이기 위한 장치였다. KBO리그는 2020시즌에 이어 내년에도 코로나19에 따른 해외 전지훈련 불가, 도쿄 올림픽 개최.."
"[머니투데이 김하늬 기자] [[the300]]

 26일 국회 문화체육관광위원회 문화체육관광부 종합국정감사. 전용기(민), 박정(민), 임오경(민), 김승수(국힘), 이상헌(민), 이병훈(민), 이용(국힘), 유정주(민), 김예지(국힘), 김승원(민), 배현진(국힘), 이상직(무), 최형두(국힘), 도종환(위원장-민). 박양우 문화체육관광부 장관

27.."
코로나19 팬데믹으로 세계에서 유일하게 한국프로야구(KBO)가 개막했던 올봄 텍사스의 추신수 선수는 “나랑 계속 친하게 지내려면 롯데를 응원하라”고 주변에 말했다. 노스캐롤라이나주 팀으로 간주된 NC가 미국 팬들을 끌어모으던 때 롯데 깃발을 꽂았다. “아홉 살 때 야구를 시작했다. 훈련이 끝나면 훈련복을 입은 채 사직구장으로 갔다. 외삼촌(롯데 2루수 ..
"창단 9년 만에 정규시즌 우승을 차지한 NC다이노스는 지금까지 시장을 들썩일 만한 투자를 두 번 했다. 2016년 박석민(96억원, 당시 야수 역대 최고액)과 2019년 양의지(125억원, KBO 역대 2위)로 모두 타자였다. '투수는 일단 키워보고, 좋은 타자는 가능한 한 사와라'는 130년 미국프로야구(MLB) 역사의 시행착오 속에 나온 빅데이터에 .."
"프로야구 ‘막내 구단’ KT 위즈가 첫 포스트시즌 진출을 달성한 이강철(54) 감독과 계약 기간을 2023년까지 연장했다. 
 
KT는 26일 “이 감독과 계약금 5억원과 연봉 5억원을 합산한 총액 20억원으로 3년 재계약을 맺었다”고 밝혔다. 이 감독은 지난해 KT의 세 번째 감독으로 부임했다. 기간 만료 예정인 내년의 계약을 갱신하고 추가로 2년을 .."
국내 프로축구 리그인 ‘K리그’에는 다른 곳에서는 볼 수 없는 독특한 리그 규정이 있다. ‘소속된 클럽에서의 계약 조건(연봉 등)보다 더 좋은 조건으로 이적할 경우 선수는 거부할 수 없다’는 ‘선수 계약 양도’ 조항이다. 선수가 이적을 거부하면 임의탈퇴 공시까지 가능하다. 연봉이 조금이라도 오르면 원하지 않는 구단으로 이적을 통보받아도 선수로서는 마냥 ..
"프로야구 9번째 구단 NC 다이노스는 ‘외인 구단’이었다. 2011년 창단 당시 눈에 띄는 스타 선수가 없었다. 언제 터질지 알 수 없는 신인 선수, 나머지 8개 팀에서 전력 외로 평가받던 선수, 어느 팀도 받아주지 않던 버려진 선수 등을 모아 창단했다. 일각에서는 “KBO리그 질이 떨어질 것”이라고 우려했다. 그랬던 NC가 창단 9년 만에 정규시즌에서.."
"“올해는 메이저리그에 발을 담가본 정도에요. 저에 대한 평가도 아직 느낌표는 아니지요. 오늘부터 준비해서 내년에는 더 잘해보려고 합니다.” 
 
 
김광현(32 세인트루이스 카디널스)이 23일 서울 여의도 켄싱턴 호텔에서 귀국 기자회견을 열었다. 지난 7일 귀국한 그는 코로나19 방역 수칙에 따라 전날까지 2주간 자가 격리 했다.
김광현은 “기자회견을 .."
"- 한정된 주전선수로만 경기 운영
- 줄부상 체력 소진 한계 드러내

가을야구를 향한 실낱같은 희망을 이어갔던 롯데 자이언츠가 결국 5강 진입에 실패했다. 3년 연속 포스트시즌 진출에 실패한 롯데는 최종 6위라는 목표를 향해 끝까지 싸워야 할 처지가 됐다.
롯데는 지난 21일 인천 SK행복드림구장서 펼쳐진 ‘2020 신한은행 SOL KBO리그’ SK 와.."
"멜 로하스 주니어. 뉴스1 2020 프로야구가 시즌 막바지로 접어들면서 개인타이틀 부문도 윤곽이 드러나고 있다. 특히 창단 첫 가을야구를 눈앞에 둔 KT가 역대 최대 타이틀 잔치도 벌일 전망이라 흥미롭다. 
 
 KT는 22일 경기 포함 잔여 6경기에서 1승만 추가하면 공식적으로 가을야구 진출을 확정한다. 2015년 1군에 처음 올라온 '막내 구단' k.."
"프로야구 KT 위즈 외야수 멜 로하스 주니어가 코로나 19 검사 결과 음성 판정을 받았다. 

KT는 21일 “로하스 선수는 코로나 검사 결과 금일 오전 최종 음성 판정을 받았다. 오늘 경기 훈련 및 출전 여부는 선수와 감독 및 코칭스태프 협의 후 결정할 예정”이라고 밝혔다. 

로하스는 20일 수원 KT 위즈파크에서 열린 LG 트윈스와의 홈경기서 결장.."
◇ 한국해양과학기술원(KIOST)은 21일 화상회의로 진행중인 ‘2020년 국제해양연구위원회(SCOR) 연차총회'에서 유신재 박사가 의장으로 최종 선출됐다. 해양 생태학 전문가인 유 박사는 63년 만에 처음으로 아시아권에서 선출된 의장이다. 에스시오알은 해양학의 현안을 논의하고 해결하기 위해 1957년 설립된 대표적인 국제 해양 학술기구로 31개 회원국..
"프로야구 NC 다이노스가 비로 인해 정규시즌 우승을 위한 마지막 1승을 채우지 못했다. 
 
21일 광주 기아 챔피언스필드에서 열릴 예정이던 NC와 KIA 타이거즈의 시즌 최종전(16차전)이 비로 취소됐다. 
 
밤까지 비 예보가 있는 상황에서 결국 경기 진행이 어렵다고 판단한 KBO는 오후 6시 경기를 취소했다. 
 
이로써 광주에서 창단 첫 정규시즌.."
"""그동안 고마웠다."" 
 
프로야구 한화 이글스의 ‘상징’은 동료들에게 쿨한 작별인사를 남겼다. 김태균(38)은 은퇴를 발표한 21일 오전 충남 서산 한화 2군 구장에서 조용히 자신의 짐을 뺐다. 
 
김태균은 배웅을 나온 동료들과 팀 관계자에게 “그동안 고마웠다”고 말했다. 기념 사진을 몇 장 찍고, 대전 자택으로 향했다고 한다. 
 
김태균의 은퇴는.."
"전 야구선수 양준혁의 예비신부인 재즈가수 박현선이 양준혁에 대해 “짠돌이”라고 표현했다. 
 
 SBS플러스 예능 프로그램 ‘언니한텐 말해도 돼’는 지난 20일 박현선과 양준혁이 등장하는 3회 예고 영상을 공개했다. 
 
 영상에서 박현선은 양준혁에 대해 “지독한 짠돌이라는 것만 알고 있다”고 밝히며 “양준혁에게 받은 최고의 선물은 LED 꽃”이라고 말.."
"프로야구 KT 위즈 외야수 멜 로하스 주니어가 코로나 19 검사 결과 음성 판정을 받았다. 
 
 KT는 21일 ""로하스 선수는 코로나 검사 결과, 금일 오전 최종 음성 판정을 받았다. 오늘 경기 훈련 및 출전 등의 여부는 오후에 선수와 감독 및 코칭스태프 협의 후 결정할 예정""이라고 밝혔다. 
 
 로하스는 전날 수원 LG 트윈스전에서 결장했다. KT.."
"ㆍ30대 중후반에 2군행 ‘전환점’ 
ㆍ8시즌 연속 두 자릿수 승 ‘기로’



30대 중후반 선수들에게 부진은 선수생명과 직결된 문제다. 지난 7시즌 동안 선발 로테이션을 지켰던 두산 좌완 유희관(34 사진)도 부진 탓에 2군에 다녀온 것을 계기로 야구를 해 온 날과 할 날에 대해 생각하는 시간을 가졌다. 

1군에 돌아온 그가 8시즌 연속 10승 기.."
"[앵커]
미국 메이저리그 탬파베이 최지만 선수가 우리 타자로는 처음 월드시리즈에 올라, LA 다저스를 상대합니다.

미국 생활 10년 만의 결실인데, 한 번쯤은 뛰고 싶다던 '꿈의 무대'에서 이제 4승을 더하면 우승입니다.

조은지 기자입니다.

[기자]
최지만은 탬파베이 가을 야구의 선봉장입니다.

세계에서 가장 비싼 투수, 양키스 개릿 콜을 상대로 .."
"KBO가 최근 논란이 된 키움 히어로즈 구단 이사회 허민 의장에 대한 '구단 사유화' 의혹에 대해 조사 방침을 밝혔습니다.

KBO는 최근 언론을 통해 제기된 허 의장의 구단 사유화 의혹에 대해 문제가 없는지 살펴볼 계획이라고 설명했습니다.

다만, 제기된 의혹들이 KBO 조사로 규명되기 어려운 부분도 많다며 조심스러운 입장을 보였습니다.

지난 201.."
"한국야구위원회(KBO)가 15일 허민 키움 히어로즈 이사회 의장의 ‘구단 사유화’ 의혹에 대한 조사에 착수한다고 밝혔다. 
 
류대환 KBO 사무총장은 이날 국민일보와의 서면 인터뷰에서 “키움 히어로즈 허민 의장 관련 논란에 대해 사실 여부를 확인하고, 규약에 위배되는 부분이 없는지 정확히 검토해 보겠다”라고 밝혔다. KBO 관계자는 “해당 사건의 관련.."
"지난달 24일 저녁 베트남 하노이의 한 공터. 해가 지자 청년들이 하나 둘 모여들었다. 가을에 접어든 한국과 달리 30도를 웃도는 베트남의 9월은 여전히 무더웠다. 하지만 주섬주섬 야구 글러브를 꺼내든 이들은 더위가 익숙한 듯 캐치볼을 시작했다. ‘퍽, 퍽’ 경쾌한 포구 소리가 잇따라 공기를 가르자 야구 문외한인 베트남 시민들은 발걸음을 멈추고 신기한 .."
"요즘 NC 다이노스의 더그아웃은 적막감이 감돈다. 최근 연패의 수렁에 빠지며 우승 카운트다운이 멈췄기 때문이다.

14일 낮 현재 NC는 13경기를 남긴 상황에서 정규리그 1위 확정 매직넘버는 9에 묶였다. 13일 KIA전까지 6연패를 하는 동안 이달 들어 NC의 경기력을 보면 1위답지 않았다.

우선 이달 선발투수 평균 자책점은 6.28로 10개 구단.."
"<앵커> 

 

KBO가 구단 사유화 논란의 중심에 선 키움 히어로즈 허민 의장에 대해 규약 위반 여부를 검토하고 있습니다. 구단주 역할을 하는 허 의장의 자격 여부가 쟁점이 될 전망입니다. 

 

김정우 기자입니다. 

 

<기자> 

 

오늘(14일) 문화체육부와 KBO 관계자들은 프로야구 관중 입장 문제에 대해 의견을 교환했는데 이 자리에서.."
"프로야구 키움 히어로즈가 지난 8일 손혁 감독을 ‘성적 부진에 따른 자진사퇴’라는 비상식적인 방법으로 경질한 것에 대한 후폭풍이 확산되고 있다.
허민 키움 이사회 의장의 ‘기행’에 가까운 행위로 야구계가 분개하는 상황에서 결국 문화체육관광부가 14일 한국야구위원회(KBO)에 키움 문제에 대한 우려를 전달할 방침인 것으로 알려졌다.
문체부 관계자는 13일.."
"“구단을 사유화 하고 자신의 놀이터라고 생각하는 거 같다.”

 프로야구 이순철 해설위원은 13일 기자와의 통화에서 담담하지만 단호한 어조로 말했다. 이 위원은 손혁 감독이 사퇴해 파문을 일으킨 8일, 광주서 열린 한화-기아전 생방송 중 “야구인으로서 참담함을 느낀다. 감독을 해임한 사람이 감독해야 한다. 그 사람의 눈에는 마음에 드는 감독이 아무도 없.."
"페르난데스(왼쪽부터), 로하스, 배정대, 심우준, 이대호, 마차도 학창시절 받는 상 중에서 우등상보다 더 귀한 것이 개근상이라고들 한다. 성실함과 근면성을 드러내 주기 때문이다. 프로야구에서도 연봉 산정의 기준이 되는 선수 고과평가에서 높은 비중을 차지하고 있는 부분이 바로 ‘전 경기 출장’이다. 튼튼한 체력과 부상을 피하는 자기 관리 능력, 그리고 팀.."
"프로야구 키움 히어로즈가 손혁 감독을 ‘성적 부진에 따른 자진사퇴’라는 비상식적인 방법으로 경질한 것에 대한 후폭풍이 확산되고 있다. 허민 키움 이사회 의장의 ‘기행’에 가까운 행위로 야구계가 분개하는 상황에서 결국 문화체육관광부가 14일 한국야구위원회(KBO)에 키움 문제에 대한 우려를 전달한다.
문체부 관계자는 13일 “마침 방역 대책과 관련해 KB.."
"프로야구 키움 히어로즈 구단의 허민(44) 이사회 의장이 구단 사유화 논란을 자초했다.
 12일 SBS 보도에 따르면 허 의장은 지난해 1월 키움의 1군 간판선수들을 갑자기불러 이들과 캐치볼을 하고, 자신의 너클볼 구위를 평가해달라고 했다.
 이어 한 달 후인 작년 2월, 미국 애리조나주에서 열린 키움 스프링캠프 평가전에서 허민 의장은 실전 등판해 프로.."
"2018년 11월, 키움증권은 프로야구 서울 히어로즈 야구단의 메인 스폰서가 됐다. 야구계는 농담 반, 진담 반으로 “팀 컬러와 잘 어울리는 이름의 기업”이라고 했다. 키움은 젊은 유망주를 잘 뽑고, 잘 키워내는 구단으로 유명하다. 
 
 국가대표 주전 김하성과 이정후를 비롯해, 젊고 야구 잘하는 선수가 끊임없이 나온다. 프로 지도자 경력이 없었던 장정.."
"NC 다이노스가 신인선수 입단 계약을 마쳤다.

NC는 “유신고 내야수 김주원(사진) 선수 등 ‘2021 KBO 신인 드래프트’에서 뽑은 10명의 선수와 입단 계약을 모두 마쳤다”고 12일 밝혔다. 2차 1라운드 지명을 받은 김주원은 계약금 1억5000만원(연봉 3000만원), 2차 2라운드 지명 이용준(서울디자인고, 오른손 투수)은 계약금 1억(연봉 .."
"[배영은의 야野 생生 화話] 
 
 
 2018년 11월, 키움증권은 프로야구 서울 히어로즈 야구단의 메인 스폰서가 됐다. 야구계는 농담 반, 진담 반으로 ""팀 컬러와 잘 어울리는 이름의 기업""이라고 했다. 키움은 젊은 유망주를 잘 뽑고, 잘 키워내는 구단으로 유명하다. 국가대표 주전 김하성과 이정후를 비롯해, 젊고 야구 잘하는 선수가 끊임없이 나온다..."
"NC가 2021 KBO 신인 선수 선발(드래프트)에서 뽑은 선수 10명과 계약했다. 

NC는 1라운드 지명을 받은 내야수 김주원(유신고) 선수와 계약금 1억 5000만 원(연봉 3000만 원), 2라운드 지명을 받은 투수 이용준(서울디자인고) 선수와 계약금 1억 원(연봉 3000만 원)에 계약했다. 

NC 임선남 스카우트팀장은 ""구단을 믿고 선택해준.."
"텅 비었던 프로스포츠 관중석에 팬들이 다시 찾아온다. 
정부는 11일 신종 코로나바이러스 감염증(코로나19)에 따른 사회적 거리 두기를 1단계로 완화하고 프로스포츠 관중을 수용 규모의 30%까지 허용한다고 밝혔다. 프로스포츠 관중 입장은 코로나19의 재확산으로 지난 8월 23일 전국적 사회적 거리두기가 2단계로 격상된 지 49일 만이다. 관중 규모는 추.."
"올 시즌 일찌감치 포스트시즌 진출 경쟁에서 탈락한 9위 SK 와이번스와 10위 한화 이글스가 프로야구 KBO리그 최다패 기록에서 조금씩 벗어나는 분위기다.
 SK는 10일 KIA 타이거즈와 원정 경기에서 2-1로 승리하면서 44승 86패 1무를 기록했다.
 남은 13경기에서 모두 패하더라도 KBO리그 사상 첫 100패 기록은 면한다.
 한화는 42승 8.."
"ㆍ장정석 경질 뒤 손혁 감독 또 내쳐 
ㆍ잇단 기행 갑질, 야구인에 ‘상처’ 
ㆍ후임 선임까지 ‘파격 아닌 비상식’



최근 몇 년 새 각 구단이 사령탑을 교체하며 파격 인사를 내놓자 KBO리그에서는 일부 걱정 섞인 목소리도 나왔다. 들끓는 여론에 팀이 갈대처럼 흔들리기도 하는 이 시대, 출발점에서부터라도 선수들의 존중은 물론 팬들의 지지를 받는 감독.."
"프로야구 키움 히어로즈(전 넥센 히어로즈)는 파격적으로 감독을 선임하는 팀으로 유명하다. 2008년 창단 때 선임한 이광환 감독, 2009년 임명된 김시진 감독은 프로야구 감독 경험이 있어 충분히 예상할 수 있는 선임이었다. 그러나 넥센이었던 2013년 지휘봉을 잡은 염경엽 감독부터 파격의 길을 걸었다. 
 
 
 당시 염 감독의 발탁을 놓고 '의외'라.."
[머니투데이 류원혜 기자] 지난 8월5일 서울 구로구 고척스카이돔에서 열린 '2020 프로야구 신한은행 SOL KBO리그' 키움 히어로즈와 kt 위즈의 경기에서 당시 키움 손혁 감독이 경기를 지켜보고 있다./사진=뉴스1키움 히어로즈 손혁 감독(47)이 자진 사퇴 한 것을 두고 야구계에서는 '자진 자퇴가 아닌 경질'이라는 입장이 나온다. 키움구단은 자진 ..
프로야구 키움 히어로즈의 손혁(47) 감독이 8일 “최근 성적 부진에 책임을 지겠다”며 전격 사퇴했다. 김치현 키움 단장은 이날 NC와의 홈경기에 앞서 “손 감독이 지난 7일 NC전 패배 후 ‘고민을 많이 했다. 이 시점에 이런 결정을 내려서 미안하다’며 사퇴 의사를 밝혔다. 말렸지만 손 감독의 뜻이 단호해 받아들였다”고 말했다. 손 감독은 취재진에 보..
"키움 히어로즈의 손혁(47 사진) 감독이 부임 첫 시즌을 완주하지 못하고 가을야구 목전에서 물러났다. 키움은 2020시즌 프로야구 정규리그(KBO리그)에서 준플레이오프 직행이 가능한 3위에 있지만, 손 감독은 부진을 이유로 사퇴를 결정했다. 
 
키움은 8일 “손 감독이 전날 서울 고척스카이돔에서 NC 다이노스와 홈경기 이후 김치현 단장을 만나 사퇴 의.."
"키움 히어로즈의 손혁(47) 감독이 부임 첫 시즌을 완주하지 못하고 가을야구 목전에서 물러났다. 키움은 2020시즌 프로야구 정규리그(KBO리그)에서 준플레이오프 직행이 가능한 3위에 있지만, 손 감독은 정규리그 막판 부진을 이유로 사퇴를 결정했다. 
 
키움은 8일 “손 감독이 전날 서울 구로구 고척스카이돔에서 NC 다이노스와 홈경기를 마치고 김치현 .."
"◆우여곡절 끝에 정규리그 시작
관중이 없는 경기장에는 선수들의 목소리로만 채워졌다. 때문에 홈런을 치거나 경기에 승리하더라도 기쁨의 여운은 짧을 수밖에 없었다.
바이러스의 확산이 줄어든 8월에는 관중 입장이 일부 허용됐다. KBO(한국야구위원회)와 한국프로축구연맹은 정부의 프로스포츠 관중 입장 허용 확대 발표에 맞춰 최대 30%까지 관중석을 개방했다. .."
"프로야구 KIA 타이거즈가 타선 집중력 부족에 한화 이글스전에서 패배했다.
KIA는 6일 광주-기아 챔피언스필드에서 열린 '2020 신한은행 SOL KBO리그' 한화와의 시즌 12차전에서 2-3으로 졌다. 이로써 KIA는 64승 58패를 기록하며 5위와의 격차를 좁히는데 실패했다.
이날 선발로 나선 가뇽은 호투를 펼쳤다. 1회초 2점을 내주며 출발했지만.."
"롯데 자이언츠 선수단은 지난 8월 2일 KIA전에서 8대0으로 이긴 뒤 유튜브 채널 자이언츠TV의 ‘승리의 퇴근길’에서 “한 경기 3홈런과 사이클링 히트 중 무엇을 택하겠느냐”는 질문을 받았다. 대부분 선수들의 선택은 한 경기 3홈런. 하지만 오윤석(28)은 단호하게 사이클링 히트라 답했다. 진행자가 이유를 묻자 “제 꿈이에요”라고 간단히 답했다. 
 .."
"SK의 선발 투수 박종훈(29)은 작년에 3700만원을 기부했다. 기부 문화 정착에 앞장선 공로로 2019 사랑의 골든글러브 상을 받기도 했다. 더 많은 기부를 하기 위해 야구를 더 잘하고 싶다는 그다. 박종훈은 매년 연봉의 최소 10% 이상을 난치병 환아 등을 위해 내놓는다. 
 
박종훈은 최근엔 2020 SK 와이번스 희망더하기 캠페인의 일환으로 박.."
"[앵커]

 타구에 머리를 맞는 아찔한 부상을 입었던 롯데 투수 이승헌이 2연속 승리를 기록하며 좋은 활약을 이어가고 있습니다.

 가을야구를 향한 롯데 마운드의 희망입니다.

 문영규 기자의 보도입니다.

 [리포트] 

 지난 5월, 머리에 강한 타구를 맞고 골절상을 입었던 이승헌.

 트라우마가 될 수 있는 사고에 롯데는 보호대가 있는 특수 모자까.."
